DATE,MONTH,FY,MC,MACHINE_NO,FACTORY,HOUR,CYCLE,JOB,COST,COST_CONTRIBUTION
30-Apr-25,APR,FY_25,DURA,DURA_STOP,CXBU-ED,208,250000,1,8860,366140
30-Apr-25,APR,FY_25,DURA,DURA_TURN,CXBU-ED,167,200000,1,7160,292840
30-Apr-25,APR,FY_25,DURA,DURA_DIM,CXBU-ED,83,100000,1,3760,146240
30-Apr-25,APR,FY_25,DURA,DURA_LIGHT,CXBU-ED,167,200000,1,7160,292840
30-Apr-25,APR,FY_25,DURA,DURA_LIGHT,CXBU-ED,42,50000,1,2060,72940
30-Apr-25,APR,FY_25,DURA,DURA_TURN,CXBU-ED,42,50000,1,2060,72940
30-Apr-25,APR,FY_25,DURA,DURA_DIM,CXBU-ED,21,25000,1,1210,36290
30-Apr-25,APR,FY_25,DURA,DURA_LIGHT,CXBU-ED,42,50000,1,2060,72940
30-Apr-25,APR,FY_25,DURA,DURA_LIGHT,CXBU-ED,21,25000,1,1210,36290
30-Apr-25,APR,FY_25,DURA,DURA_LIGHT,CXBU-ED,42,50000,1,2060,72940
30-Apr-25,APR,FY_25_without Dura,TS,TS4,CXBU-ED,558,NA,4,113162.76,779637.24
30-Apr-25,APR,FY_25_without Dura,TS,TS4,CXBU-ED,324,NA,2,65591.28,193608.72
30-Apr-25,APR,FY_25_without Dura,TS,TS5,ISBD,558,NA,1,112082.76,111117.24
30-Apr-25,APR,FY_25_without Dura,TS,TS5,ISBD,324,NA,1,65231.28,64368.72
30-Apr-25,APR,FY_25_without Dura,TH,TH1,SSBU,177,NA,1,11914.56,24901.44
30-Apr-25,APR,FY_25_without Dura,TH,TH2,CXBU-ED,82,NA,1,5712.96,11343.04
30-Apr-25,APR,FY_25_without Dura,TH,TH2,CXBU-ED,84,NA,1,5843.52,11628.48
30-Apr-25,APR,FY_25_without Dura,TH,TH2,CXBU-ED,182,NA,1,12240.96,25615.04
30-Apr-25,APR,FY_25_without Dura,TH,TH2,CXBU-ED,168,NA,1,11327.04,23616.96
30-Apr-25,APR,FY_25_without Dura,TH,TH5,CXBU-ED,96,NA,1,6626.88,13341.12
30-Apr-25,APR,FY_25_without Dura,TH,TH5,CXBU-SP,350,NA,1,23208,49592
30-Apr-25,APR,FY_25_without Dura,TH,TH4,CXBU-ED,30,NA,1,2318.4,3921.6
30-Apr-25,APR,FY_25_without Dura,TH,TH4,CXBU-ED,72,NA,1,5060.16,9915.84
30-Apr-25,APR,FY_25_without Dura,TH,TH4,CXBU-SP,143,NA,1,9695.04,20048.96
30-Apr-25,APR,FY_25_without Dura,TE,TE1,CXBU-ED,278,NA,1,8939.08,48884.92
30-Apr-25,APR,FY_25_without Dura,TE,TE2,PURCHASE,10,NA,1,668.6,1411.4
30-Apr-25,APR,FY_25_without Dura,TE,TE3,PURCHASE,146,NA,1,4865.56,25502.44
30-Apr-25,APR,FY_25_without Dura,TE,TE4,CXBU-ED,320,NA,1,10235.2,56324.8
30-Apr-25,APR,FY_25_without Dura,VI,VI,CXBU-SP,9,NA,1,3433.95,29726.05
30-Apr-25,APR,FY_25_without Dura,VI,VI,CXBU-SP,4,NA,1,1926.2,23673.8
30-Apr-25,APR,FY_25_without Dura,VI,VI,SSBU,2,NA,1,1323.1,13476.9
30-Apr-25,APR,FY_25_without Dura,CMM,CMM,CXBU-SP,1,NA,1,395.63,1804.37
31-May-25,MAY,FY_25,TS,TS4,CXBU-ED,564,NA,6,115084.08,1238515.92
31-May-25,MAY,FY_25,TS,TS5,CXBU-ED,564,NA,1,113284.08,112315.92
31-May-25,MAY,FY_25,TS,TS5,ISBD,564,NA,1,113284.08,112315.92
31-May-25,MAY,FY_25,TH,TH2,CXBU-SP,234,NA,1,15635.52,33036.48
31-May-25,MAY,FY_25,TH,TH2,CXBU-SP,258,NA,1,17202.24,36461.76
31-May-25,MAY,FY_25,TH,TH4,CXBU-SP,72,NA,1,5060.16,9915.84
31-May-25,MAY,FY_25,TH,TH4,CXBU-SP,96,NA,1,6626.88,13341.12
31-May-25,MAY,FY_25,TH,TH4,CXBU-ED,108,NA,1,7410.24,15053.76
31-May-25,MAY,FY_25,TH,TH5,CXBU-ED,90,NA,1,6235.2,12484.8
31-May-25,MAY,FY_25,TH,TH5,CXBU-SP,348,NA,1,23077.44,49306.56
31-May-25,MAY,FY_25,TE,TE1,CXBU-ED,90,NA,1,3137.4,15582.6
31-May-25,MAY,FY_25,TE,TE1,CXBU-ED,215,NA,1,6994.9,37725.1
31-May-25,MAY,FY_25,TE,TE3,CXBU-SP,90,NA,1,3137.4,15582.6
31-May-25,MAY,FY_25,TE,TE3,CXBU-ED,114,NA,1,3878.04,19833.96
31-May-25,MAY,FY_25,TE,TE4,CXBU-ED,282,NA,1,9062.52,49593.48
31-May-25,MAY,FY_25,TE,TE4,CXBU-SP,190,NA,1,6223.4,33296.6
31-May-25,MAY,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-May-25,MAY,FY_25,VI,VI,ISBD,18,NA,1,6147.9,56172.1
31-May-25,MAY,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-May-25,MAY,FY_25,VI,VI,PECTH,4,NA,1,1926.2,23673.8
31-May-25,MAY,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-May-25,MAY,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-May-25,MAY,FY_25,CMM,CMM,CXBU-SP,1,NA,1,395.63,1804.37
31-May-25,MAY,FY_25,DURA,DURA_TURN,CXBU-ED,21,25000,1,1210,36290
31-May-25,MAY,FY_25,DURA,DURA_DIM,CXBU-ED,21,25000,1,1210,36290
31-May-25,MAY,FY_25,DURA,DURA_DOOR,CXBU-ED,25,30000,1,1380,43620
31-May-25,MAY,FY_25,DURA,DURA_DOOR,CXBU-ED,25,30000,1,1380,43620
31-May-25,MAY,FY_25,DURA,DURA_DOOR,CXBU-ED,25,30000,1,1380,43620
30-Jun-25,JUN,FY_25,TS,TS4,CXBU-ED,660,NA,6,134305.2,1449694.8
30-Jun-25,JUN,FY_25,TS,TS5,CXBU-SP,282,NA,1,56822.04,55977.96
30-Jun-25,JUN,FY_25,TH,TH2,CXBU-ED,96,NA,1,6626.88,13341.12
30-Jun-25,JUN,FY_25,TH,TH2,CXBU-ED,192,NA,1,12893.76,27042.24
30-Jun-25,JUN,FY_25,TH,TH2,CXBU-ED,192,NA,1,12893.76,27042.24
30-Jun-25,JUN,FY_25,TH,TH4,CXBU-SP,72,NA,1,5060.16,9915.84
30-Jun-25,JUN,FY_25,TH,TH4,SSBU,84,NA,1,5843.52,11628.48
30-Jun-25,JUN,FY_25,TH,TH4,ISBD,96,NA,1,6626.88,13341.12
30-Jun-25,JUN,FY_25,TH,TH4,CXBU-SP,186,NA,1,12502.08,26185.92
30-Jun-25,JUN,FY_25,TH,TH5,CXBU-SP,186,NA,1,12502.08,26185.92
30-Jun-25,JUN,FY_25,TH,TH5,CXBU-SP,500,NA,1,33000,71000
30-Jun-25,JUN,FY_25,TH,TH5,CXBU-SP,96,NA,1,6626.88,13341.12
30-Jun-25,JUN,FY_25,TE,TE1,CXBU-SP,210,NA,1,6840.6,36839.4
30-Jun-25,JUN,FY_25,TE,TE3,CXBU-SP,4,NA,1,483.44,348.56
30-Jun-25,JUN,FY_25,TE,TE3,CXBU-ED,90,NA,1,3137.4,15582.6
30-Jun-25,JUN,FY_25,TE,TE3,CXBU-SP,245,NA,1,7920.7,43039.3
30-Jun-25,JUN,FY_25,TE,TE4,CXBU-SP,96,NA,1,3322.56,16645.44
30-Jun-25,JUN,FY_25,TE,TE4,CXBU-SP,96,NA,1,3322.56,16645.44
30-Jun-25,JUN,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Jun-25,JUN,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Jun-25,JUN,FY_25,VI,VI,PECTH,2,NA,1,1323.1,13476.9
30-Jun-25,JUN,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Jun-25,JUN,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Jun-25,JUN,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Jun-25,JUN,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Jun-25,JUN,FY_25,VI,VI,CXBU-SP,36,NA,1,11575.8,109064.2
30-Jun-25,JUN,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Jun-25,JUN,FY_25,VI,VI,CXBU-ED,20,NA,1,6751,62049
30-Jun-25,JUN,FY_25,VI,VI,CXBU-SP,8,NA,1,3132.4,44067.6
31-Jul-25,JUL,FY_25,TS,TS4,CXBU-ED,744,NA,4,150403.68,1039996.32
31-Jul-25,JUL,FY_25,TS,TS5,CXBU-SP,240,NA,1,48412.8,47587.2
31-Jul-25,JUL,FY_25,TS,TS5,CXBU-SP,186,NA,1,37600.92,36799.08
31-Jul-25,JUL,FY_25,TH,TH2,CXBU-SP,96,NA,1,6626.88,13341.12
31-Jul-25,JUL,FY_25,TH,TH2,CXBU-SP,144,NA,1,9760.32,20191.68
31-Jul-25,JUL,FY_25,TH,TH2,SSBU,120,NA,1,8193.6,16766.4
31-Jul-25,JUL,FY_25,TH,TH2,CXBU-SP,16,NA,1,1404.48,1923.52
31-Jul-25,JUL,FY_25,TH,TH5,CXBU-ED,96,NA,1,6626.88,13341.12
31-Jul-25,JUL,FY_25,TH,TH5,CXBU-ED,24,NA,1,1926.72,3065.28
31-Jul-25,JUL,FY_25,TH,TH5,CXBU-ED,72,NA,1,5060.16,9915.84
31-Jul-25,JUL,FY_25,TE,TE1,CXBU-ED,72,NA,1,2581.92,12394.08
31-Jul-25,JUL,FY_25,TE,TE1,CXBU-ED,144,NA,1,4803.84,25148.16
31-Jul-25,JUL,FY_25,TE,TE2,CXBU-SP,4,NA,1,483.44,348.56
31-Jul-25,JUL,FY_25,TE,TE2,CXBU-SP,94,NA,1,3260.84,16291.16
31-Jul-25,JUL,FY_25,TE,TE3,CXBU-ED,8,NA,1,606.88,1057.12
31-Jul-25,JUL,FY_25,TE,TE4,CXBU-ED,192,NA,1,6285.12,33650.88
31-Jul-25,JUL,FY_25,VI,VI,CXBU-ED,6,NA,1,2529.3,33870.7
31-Jul-25,JUL,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-Jul-25,JUL,FY_25,VI,VI,CXBU-ED,5,NA,1,2227.75,28772.25
31-Jul-25,JUL,FY_25,VI,VI,ISBD,72,NA,1,22431.6,214848.4
31-Jul-25,JUL,FY_25,VI,VI,ISBD,72,NA,1,22431.6,214848.4
31-Jul-25,JUL,FY_25,VI,VI,CXBU-ED,7,NA,1,2830.85,38969.15
31-Jul-25,JUL,FY_25,VI,VI,PECTH,2,NA,1,1323.1,13476.9
31-Jul-25,JUL,FY_25,CMM,CMM,CXBU-SP,24,NA,1,9495.12,43304.88
31-Jul-25,JUL,FY_25,TENSILE,TENSILE,CXBU-SP,1,NA,1,427.38,572.62
31-Jul-25,JUL,FY_25,DURA,DURA_LIGHT,CXBU-ED,83,100000,1,3760,146240
31-Jul-25,JUL,FY_25,DURA,DURA_TURN,CXBU-ED,42,50000,1,2060,72940
31-Jul-25,JUL,FY_25,DURA,DURA_DIM,CXBU-ED,42,50000,1,2060,72940
31-Jul-25,JUL,FY_25,DURA,DURA_STOP,CXBU-ED,208,250000,1,8860,366140
31-Jul-25,JUL,FY_25,DURA,DURA_TURN,CXBU-ED,167,200000,1,7160,292840
31-Jul-25,JUL,FY_25,DURA,DURA_DIM,CXBU-ED,83,100000,1,3760,146240
31-Aug-25,AUG,FY_25,TS,TS4,CXBU-ED,744,NA,3,150043.68,742756.32
31-Aug-25,AUG,FY_25,TS,TS5,SSBU,738,NA,1,148122.36,147077.64
31-Aug-25,AUG,FY_25,TH,TH2,CXBU-SP,360,NA,1,23860.8,51019.2
31-Aug-25,AUG,FY_25,TH,TH2,CXBU-SP,162,NA,1,10935.36,22760.64
31-Aug-25,AUG,FY_25,TH,TH4,CXBU-ED,302,NA,1,20074.56,42741.44
31-Aug-25,AUG,FY_25,TH,TH4,CXBU-SP,66,NA,1,4668.48,9059.52
31-Aug-25,AUG,FY_25,TH,TH5,CXBU-ED,96,NA,1,6626.88,13341.12
31-Aug-25,AUG,FY_25,TH,TH5,CXBU-ED,192,NA,1,12893.76,27042.24
31-Aug-25,AUG,FY_25,TH,TH5,CXBU-ED,192,NA,1,12893.76,27042.24
31-Aug-25,AUG,FY_25,TH,TH5,CXBU-ED,90,NA,1,6235.2,12484.8
31-Aug-25,AUG,FY_25,TE,TE1,CXBU-ED,96,NA,1,3322.56,16645.44
31-Aug-25,AUG,FY_25,TE,TE1,CXBU-ED,162,NA,1,5359.32,28336.68
31-Aug-25,AUG,FY_25,TE,TE2,CXBU-SP,69,NA,1,2489.34,11862.66
31-Aug-25,AUG,FY_25,TE,TE3,ISBD,24,NA,1,1100.64,3891.36
31-Aug-25,AUG,FY_25,TE,TE4,ISBD,96,NA,1,3322.56,16645.44
31-Aug-25,AUG,FY_25,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
31-Aug-25,AUG,FY_25,VI,VI,PECTH,2,NA,1,1323.1,13476.9
31-Aug-25,AUG,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-Aug-25,AUG,FY_25,VI,VI,CXBU-ED,6,NA,1,2529.3,33870.7
31-Aug-25,AUG,FY_25,VI,VI,CXBU-ED,3,NA,1,1624.65,18575.35
31-Aug-25,AUG,FY_25,VI,VI,CXBU-ED,4,NA,1,1926.2,23673.8
31-Aug-25,AUG,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-Aug-25,AUG,FY_25,CMM,CMM,CXBU-SP,3,NA,1,1186.89,5413.11
31-Aug-25,AUG,FY_25,TENSILE,TENSILE,CXBU-SP,4,NA,1,1709.52,2290.48
31-Aug-25,AUG,FY_25,DURA,DURA_TURN,CXBU-ED,42,50000,1,2060,72940
31-Aug-25,AUG,FY_25,DURA,DURA_DIM,CXBU-ED,42,50000,1,2060,72940
31-Aug-25,AUG,FY_25,DURA,DURA_DIM,CXBU-ED,21,25000,1,1210,36290
30-Sep-25,SEP,FY_25,TS,TS5,SSBU,660,NA,1,132505.2,131494.8
30-Sep-25,SEP,FY_25,TS,TS4,CXBU-ED,660,NA,4,133585.2,922414.8
30-Sep-25,SEP,FY_25,TH,TH2,CXBU-SP,24,NA,1,1926.72,3065.28
30-Sep-25,SEP,FY_25,TH,TH2,CXBU-SP,24,NA,1,1926.72,3065.28
30-Sep-25,SEP,FY_25,TH,TH2,CXBU-SP,114,NA,1,7801.92,15910.08
30-Sep-25,SEP,FY_25,TH,TH2,CXBU-ED,205,NA,1,13742.4,28897.6
30-Sep-25,SEP,FY_25,TH,TH2,CXBU-ED,42,NA,1,3101.76,5634.24
30-Sep-25,SEP,FY_25,TH,TH4,CXBU-SP,102,NA,1,7018.56,14197.44
30-Sep-25,SEP,FY_25,TH,TH4,CXBU-SP,72,NA,1,5060.16,9915.84
30-Sep-25,SEP,FY_25,TH,TH4,CXBU-SP,72,NA,1,5060.16,9915.84
30-Sep-25,SEP,FY_25,TH,TH4,CXBU-ED,3,NA,1,555.84,68.16
30-Sep-25,SEP,FY_25,TH,TH5,CXBU-ED,216,NA,1,14460.48,30467.52
30-Sep-25,SEP,FY_25,TH,TH5,SSBU,282,NA,1,18768.96,39887.04
30-Sep-25,SEP,FY_25,TE,TE1,CXBU-ED,30,NA,1,1285.8,4954.2
30-Sep-25,SEP,FY_25,TE,TE1,CXBU-SP,24,NA,1,1100.64,3891.36
30-Sep-25,SEP,FY_25,TE,TE1,CXBU-SP,96,NA,1,3322.56,16645.44
30-Sep-25,SEP,FY_25,TE,TE1,CXBU-SP,74,NA,1,2643.64,12748.36
30-Sep-25,SEP,FY_25,TE,TE1,CXBU-ED,42,NA,1,1656.12,7079.88
30-Sep-25,SEP,FY_25,TE,TE2,CXBU-SP,198,NA,1,6470.28,34713.72
30-Sep-25,SEP,FY_25,TE,TE2,CXBU-ED,44,NA,1,1717.84,7434.16
30-Sep-25,SEP,FY_25,TE,TE3,ISBD,24,NA,1,1100.64,3891.36
30-Sep-25,SEP,FY_25,TE,TE3,CXBU-SP,98,NA,1,3384.28,16999.72
30-Sep-25,SEP,FY_25,TE,TE3,CXBU-SP,72,NA,1,2581.92,12394.08
30-Sep-25,SEP,FY_25,TE,TE4,ISBD,24,NA,1,1100.64,3891.36
30-Sep-25,SEP,FY_25,TE,TE4,CXBU-ED,96,NA,1,3322.56,16645.44
30-Sep-25,SEP,FY_25,TE,TE4,CXBU-ED,96,NA,1,3322.56,16645.44
30-Sep-25,SEP,FY_25,VI,VI,CXBU-SP,16,NA,1,5544.8,50295.2
30-Sep-25,SEP,FY_25,VI,VI,CXBU-SP,16,NA,1,5544.8,50295.2
30-Sep-25,SEP,FY_25,VI,VI,CXBU-SP,1,NA,1,1021.55,8378.45
30-Sep-25,SEP,FY_25,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
30-Sep-25,SEP,FY_25,VI,VI,CXBU-SP,16,NA,1,5544.8,50295.2
30-Sep-25,SEP,FY_25,VI,VI,CXBU-SP,5,NA,1,2227.75,28772.25
30-Sep-25,SEP,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
30-Sep-25,SEP,FY_25,VI,VI,ISBD,1,NA,1,1021.55,8378.45
30-Sep-25,SEP,FY_25,VI,VI,CXBU-SP,3,NA,1,1624.65,18575.35
30-Sep-25,SEP,FY_25,VI,VI,ISBD,1,NA,1,1021.55,8378.45
30-Sep-25,SEP,FY_25,VI,VI,ISBD,4,NA,1,1926.2,23673.8
30-Sep-25,SEP,FY_25,CMM,CMM,CXBU-SP,7,NA,1,2769.41,12630.59
30-Sep-25,SEP,FY_25,TENSILE,TENSILE,ISBD,5,NA,1,2136.9,2863.1
30-Sep-25,SEP,FY_25,TENSILE,TENSILE,SSBU,5,NA,1,2136.9,2863.1
30-Sep-25,SEP,FY_25,TENSILE,TENSILE,CXBU-SP,6,NA,1,2564.28,3435.72
30-Sep-25,SEP,FY_25,TENSILE,TENSILE,CXBU-SP,5,NA,1,2136.9,2863.1
30-Sep-25,SEP,FY_25,DURA,DURA_TURN,CXBU-ED,42,50000,1,2060,72940
30-Sep-25,SEP,FY_25,DURA,DURA_DIM,CXBU-ED,42,50000,1,2060,72940
31-Oct-25,OCT,FY_25,TS,TS5,SSBU,660,NA,1,132505.2,131494.8
31-Oct-25,OCT,FY_25,TS,TS4,CXBU-ED,660,NA,3,133225.2,658774.8
31-Oct-25,OCT,FY_25,TH,TH2,CXBU-ED,54,NA,1,3885.12,7346.88
31-Oct-25,OCT,FY_25,TH,TH2,CXBU-SP,150,NA,1,10152,21048
31-Oct-25,OCT,FY_25,TH,TH2,CXBU-SP,96,NA,1,6626.88,13341.12
31-Oct-25,OCT,FY_25,TH,TH5,CXBU-SP,72,NA,1,5060.16,9915.84
31-Oct-25,OCT,FY_25,TH,TH5,CXBU-ED,134,NA,1,9107.52,18764.48
31-Oct-25,OCT,FY_25,TH,TH4,CXBU-SP,120,NA,1,8193.6,16766.4
31-Oct-25,OCT,FY_25,TE,TE1,CXBU-SP,72,NA,1,2581.92,12394.08
31-Oct-25,OCT,FY_25,TE,TE1,CXBU-SP,72,NA,1,2581.92,12394.08
31-Oct-25,OCT,FY_25,TE,TE1,CXBU-SP,18,NA,1,915.48,2828.52
31-Oct-25,OCT,FY_25,TE,TE2,CXBU-SP,18,NA,1,915.48,2828.52
31-Oct-25,OCT,FY_25,TE,TE3,CXBU-SP,240,NA,1,7766.4,42153.6
31-Oct-25,OCT,FY_25,TE,TE3,CXBU-SP,5,NA,1,514.3,525.7
31-Oct-25,OCT,FY_25,TE,TE3,CXBU-SP,84,NA,1,2952.24,14519.76
31-Oct-25,OCT,FY_25,TE,TE4,CXBU-SP,84,NA,1,2952.24,14519.76
31-Oct-25,OCT,FY_25,TE,TE4,CXBU-SP,15,NA,1,822.9,2297.1
31-Oct-25,OCT,FY_25,TE,TE4,CXBU-SP,200,NA,1,6532,35068
31-Oct-25,OCT,FY_25,VI,VI,ISBD,1,NA,1,1021.55,8378.45
31-Oct-25,OCT,FY_25,VI,VI,CXBU-ED,153,NA,1,46857.15,367002.85
31-Oct-25,OCT,FY_25,VI,VI,SSBU,2,NA,1,1323.1,13476.9
31-Oct-25,OCT,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-Oct-25,OCT,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-Oct-25,OCT,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-Oct-25,OCT,FY_25,VI,VI,ISBD,10,NA,1,3735.5,32664.5
31-Oct-25,OCT,FY_25,VI,VI,ISBD,8,NA,1,3132.4,44067.6
31-Oct-25,OCT,FY_25,VI,VI,ISBD,8,NA,1,3132.4,44067.6
31-Oct-25,OCT,FY_25,VI,VI,ISBD,18,NA,1,6147.9,56172.1
31-Oct-25,OCT,FY_25,CMM,CMM,CXBU-SP,2,NA,1,791.26,3608.74
31-Oct-25,OCT,FY_25,TENSILE,TENSILE,SSBU,2,NA,1,854.76,1145.24
31-Oct-25,OCT,FY_25,DURA,DURA_TURN,CXBU-ED,250,300000,1,10560,439440
31-Oct-25,OCT,FY_25,DURA,DURA_DIM,CXBU-ED,167,200000,1,7160,292840
31-Oct-25,OCT,FY_25,DURA,DURA_LIGHT,CXBU-ED,42,50000,1,2060,72940
30-Nov-25,NOV,FY_25,TS,TS5,SSBU,378,NA,1,76043.16,75156.84
30-Nov-25,NOV,FY_25,TS,TS5,CXBU-ED,90,NA,1,18379.8,17620.2
30-Nov-25,NOV,FY_25,TS,TS5,CXBU-SP,90,NA,1,18379.8,17620.2
30-Nov-25,NOV,FY_25,TS,TS4,CXBU-ED,660,NA,3,133225.2,658774.8
30-Nov-25,NOV,FY_25,TH,TH2,CXBU-ED,164,NA,1,11065.92,23046.08
30-Nov-25,NOV,FY_25,TH,TH5,CXBU-ED,164,NA,1,11065.92,23046.08
30-Nov-25,NOV,FY_25,TE,TE1,CXBU-SP,96,NA,1,3322.56,16645.44
30-Nov-25,NOV,FY_25,TE,TE2,CXBU-SP,318,NA,1,10173.48,55970.52
30-Nov-25,NOV,FY_25,TE,TE2,SSBU,162,NA,1,5359.32,28336.68
30-Nov-25,NOV,FY_25,TE,TE3,CXBU-SP,102,NA,1,3507.72,17708.28
30-Nov-25,NOV,FY_25,TE,TE3,CXBU-SP,120,NA,1,4063.2,20896.8
30-Nov-25,NOV,FY_25,TE,TE3,CXBU-ED,25,NA,1,1131.5,4068.5
30-Nov-25,NOV,FY_25,TE,TE3,CXBU-ED,25,NA,1,1131.5,4068.5
30-Nov-25,NOV,FY_25,TE,TE3,CXBU-ED,96,NA,1,3322.56,16645.44
30-Nov-25,NOV,FY_25,TE,TE3,CXBU-SP,90,NA,1,3137.4,15582.6
30-Nov-25,NOV,FY_25,TE,TE4,CXBU-ED,96,NA,1,3322.56,16645.44
30-Nov-25,NOV,FY_25,TE,TE4,CXBU-ED,192,NA,1,6285.12,33650.88
30-Nov-25,NOV,FY_25,VI,VI,ISBD,48,NA,1,15194.4,144325.6
30-Nov-25,NOV,FY_25,VI,VI,ISBD,54,NA,1,17003.7,161956.3
30-Nov-25,NOV,FY_25,VI,VI,CXBU-SP,20,NA,1,6751,62049
30-Nov-25,NOV,FY_25,VI,VI,ISBD,1,NA,1,1021.55,8378.45
30-Nov-25,NOV,FY_25,VI,VI,PECTH,1,NA,1,1021.55,8378.45
30-Nov-25,NOV,FY_25,VI,VI,ISBD,1,NA,1,1021.55,8378.45
30-Nov-25,NOV,FY_25,VI,VI,CXBU-SP,2,NA,1,1323.1,13476.9
30-Nov-25,NOV,FY_25,VI,VI,CXBU-ED,4,NA,1,1926.2,23673.8
30-Nov-25,NOV,FY_25,VI,VI,PECTH,1,NA,1,1021.55,8378.45
30-Nov-25,NOV,FY_25,CMM,CMM,CXBU-SP,7,NA,1,2769.41,12630.59
30-Nov-25,NOV,FY_25,TENSILE,TENSILE,CXBU-SP,5,NA,1,2136.9,2863.1
30-Nov-25,NOV,FY_25,DURA,DURA_DOOR,CXBU-ED,25,30000,1,1380,43620
30-Nov-25,NOV,FY_25,DURA,DURA_DOOR,CXBU-ED,33,40000,1,1720,58280
30-Nov-25,NOV,FY_25,DURA,DURA_DIM,CXBU-ED,167,200000,1,7160,292840
31-Dec-25,DEC,FY_25,TS,TS5,CXBU-ED,699,NA,1,140313.78,139286.22
31-Dec-25,DEC,FY_25,TS,TS4,CXBU-ED,699,NA,4,141393.78,977006.22
31-Dec-25,DEC,FY_25,TS,TR1,CXBU-SP,132,NA,1,12543.6,40256.4
31-Dec-25,DEC,FY_25,TH,TH2,CXBU-ED,6,NA,1,751.68,496.32
31-Dec-25,DEC,FY_25,TH,TH2,CXBU-ED,96,NA,1,6626.88,13341.12
31-Dec-25,DEC,FY_25,TH,TH2,CXBU-ED,192,NA,1,12893.76,27042.24
31-Dec-25,DEC,FY_25,TH,TH4,CXBU-SP,96,NA,1,6626.88,13341.12
31-Dec-25,DEC,FY_25,TH,TH4,CXBU-SP,16,NA,1,1404.48,1923.52
31-Dec-25,DEC,FY_25,TH,TH5,CXBU-ED,164,NA,1,11065.92,23046.08
31-Dec-25,DEC,FY_25,TH,TH5,CXBU-SP,100,NA,1,6888,13912
31-Dec-25,DEC,FY_25,TH,TH5,CXBU-ED,72,NA,1,5060.16,9915.84
31-Dec-25,DEC,FY_25,TE,TE1,CXBU-ED,96,NA,1,3322.56,16645.44
31-Dec-25,DEC,FY_25,TE,TE1,CXBU-ED,96,NA,1,3322.56,16645.44
31-Dec-25,DEC,FY_25,TE,TE1,CXBU-ED,96,NA,1,3322.56,16645.44
31-Dec-25,DEC,FY_25,TE,TE2,SSBU,30,NA,1,1285.8,4954.2
31-Dec-25,DEC,FY_25,TE,TE2,SSBU,192,NA,1,6285.12,33650.88
31-Dec-25,DEC,FY_25,TE,TE3,CXBU-SP,172,NA,1,5667.92,30108.08
31-Dec-25,DEC,FY_25,TE,TE4,CXBU-ED,96,NA,1,3322.56,16645.44
31-Dec-25,DEC,FY_25,TE,TE4,CXBU-ED,192,NA,1,6285.12,33650.88
31-Dec-25,DEC,FY_25,TE,TE4,CXBU-ED,96,NA,1,3322.56,16645.44
31-Dec-25,DEC,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-Dec-25,DEC,FY_25,VI,VI,CXBU-ED,3,NA,1,1624.65,18575.35
31-Dec-25,DEC,FY_25,VI,VI,PECTH,1,NA,1,1021.55,8378.45
31-Dec-25,DEC,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-Dec-25,DEC,FY_25,VI,VI,SSBU,2,NA,1,1323.1,13476.9
31-Dec-25,DEC,FY_25,VI,VI,CXBU-ED,2,NA,1,1323.1,13476.9
31-Dec-25,DEC,FY_25,VI,VI,SSBU,2,NA,1,1323.1,13476.9
31-Dec-25,DEC,FY_25,VI,VI,CXBU-SP,10,NA,1,3735.5,32664.5
31-Dec-25,DEC,FY_25,VI,VI,CXBU-SP,16,NA,1,5544.8,50295.2
31-Dec-25,DEC,FY_25,VI,VI,PECTH,2,NA,1,1323.1,13476.9
31-Dec-25,DEC,FY_25,CMM,CMM,CXBU-SP,3,NA,1,1186.89,5413.11
31-Dec-25,DEC,FY_25,TENSILE,TENSILE,CXBU-SP,2,NA,1,854.76,1145.24
